article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url
99322566,"LONDON—MELBOURNE In 179 Flying Hours LONDON, Wednesday.",368,Goulburn Evening Penny Post (NSW : 1881 - 1940),9 S,1927-11-04,Article,104,N,0,http://nla.gov.au/nla.news-article99322566,http://trove.nla.gov.au/newspaper/page/9569350
180157075,"179 HOURS Melbourne to London LONDON, Wednesday.",903,Glen Innes Examiner (NSW : 1908 - 1954),1,1927-11-03,Article,73,N,0,http://nla.gov.au/nla.news-article180157075,http://trove.nla.gov.au/newspaper/page/20795820
119013089,"197 HOURS LONDON : MELBOURNE BRITISH HOPES LONDON, Tuesday.",508,"Evening News (Sydney, NSW : 1869 - 1931)",1,1929-11-06,Article,135,N,1,http://nla.gov.au/nla.news-article119013089,http://trove.nla.gov.au/newspaper/page/12471230
2883603,"Films From London In 53½ Hours MELBOURNE, Friday.",11,The Canberra Times (ACT : 1926 - 1995),4,1953-06-06,Article,226,N,0,http://nla.gov.au/nla.news-article2883603,http://trove.nla.gov.au/newspaper/page/700755
21455286,IN 179 HOURS. MELBOURNE—LONDON. POSSIBILITY OF THE FUTURE.,16,The Brisbane Courier (Qld. : 1864 - 1933),15,1929-11-07,Article,186,N,0,http://nla.gov.au/nla.news-article21455286,http://trove.nla.gov.au/newspaper/page/1662794
102847744,WONDERFUL AIRCRAFT MELBOURNE TO LONDON IN 20 HOURS.,347,"Recorder (Port Pirie, SA : 1919 - 1954)",4,1923-05-15,Article,284,N,0,http://nla.gov.au/nla.news-article102847744,http://trove.nla.gov.au/newspaper/page/9220130
145128199,FIFTY HOURS' FLYING TIME FROM LONDON TO MELBOURNE,687,"Daily Advertiser (Wagga Wagga, NSW : 1911 - 1954)",2,1946-09-20,Article,42,Y,0,http://nla.gov.au/nla.news-article145128199,http://trove.nla.gov.au/newspaper/page/15785744
160244891,RECORD PASSAGE. LONDON TO MELBOURNE—31 DAYS 16 HOURS.,641,"Daily Commercial News and Shipping List (Sydney, NSW : 1891 - 1954)",4,1929-07-09,Article,137,N,0,http://nla.gov.au/nla.news-article160244891,http://trove.nla.gov.au/newspaper/page/16565000
160020054,PORT FREMANTLE. LONDON TO MELBOURNE—33 DAYS 22 HOURS.,641,"Daily Commercial News and Shipping List (Sydney, NSW : 1891 - 1954)",4,1927-06-07,Article,87,N,0,http://nla.gov.au/nla.news-article160020054,http://trove.nla.gov.au/newspaper/page/16561862
173502659,"EIGHT HOURS IN MELBOURNE. LONDON, November 20.",840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",4,1892-11-21,Article,69,N,0,http://nla.gov.au/nla.news-article173502659,http://trove.nla.gov.au/newspaper/page/19176218
190171981,IN 179 FLYING HOURS. London to Melbourne,1007,"Tweed Daily (Murwillumbah, NSW : 1914 - 1949)",3,1927-11-04,Article,88,N,0,http://nla.gov.au/nla.news-article190171981,http://trove.nla.gov.au/newspaper/page/21493414
193015482,FIFTY HOURS London-Melbourne Flight Special Sui[?] Withstand Pressure,985,The Armidale Express and New England General Advertiser (NSW : 1856 - 1861; 1863 - 1889; 1891 - 1954),6,1934-05-21,Article,459,N,0,http://nla.gov.au/nla.news-article193015482,http://trove.nla.gov.au/newspaper/page/22125145
243933384,LONDON TO MELBOURNE IN 179 HOURS Air Possibility,1190,"The Herald (Melbourne, Vic. : 1861 - 1954)",5,1927-11-03,Article,98,Y,0,http://nla.gov.au/nla.news-article243933384,http://trove.nla.gov.au/newspaper/page/26537939
158066933,"Scott's Great Flight LONDON TO MELBOURNE IN 2 DAYS 23 HOURS Melbourne, Tuesday",657,The Scone Advocate (NSW : 1887 - 1954),3,1934-10-26,Article,247,N,0,http://nla.gov.au/nla.news-article158066933,http://trove.nla.gov.au/newspaper/page/17233164
41347906,LONDON TO MELBOURNE. IN 179 HOURS. SPEED OF THE AEROPLANE. LONDON. November 2.,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",13,1927-11-04,Article,97,N,0,http://nla.gov.au/nla.news-article41347906,http://trove.nla.gov.au/newspaper/page/2488642
54774114,"IN 58 HOURS London To Melbourne FITZMAURICE'S PLANS  LONDON, October 24.",77,"Morning Bulletin (Rockhampton, Qld. : 1878 - 1954)",9,1934-10-26,Article,85,N,0,http://nla.gov.au/nla.news-article54774114,http://trove.nla.gov.au/newspaper/page/5373236
118544916,"IN 60 HOURS? LONDON---MELBOURNE. Penny to Take No Risks. LONDON, September 18.",378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",7 S,1934-09-19,Article,168,N,0,http://nla.gov.au/nla.news-article118544916,http://trove.nla.gov.au/newspaper/page/10277031
134790816,"""IN 60 HOURS"" London-Melbourne Race AUSTRALIAN CONFIDENT LONDON, September 18.",356,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),7,1934-09-19,Article,166,N,0,http://nla.gov.au/nla.news-article134790816,http://trove.nla.gov.au/newspaper/page/10106927
195235645,"EMPIRE FLYING AUSTRALIA, LEADS WAY LONDON-MELBOURNE IN 179 HOURS. LONDON, Tuesday.",1005,"Daily Examiner (Grafton, NSW : 1915 - 1954)",5,1929-11-07,Article,151,N,0,http://nla.gov.au/nla.news-article195235645,http://trove.nla.gov.au/newspaper/page/21818614
10972405,"CENTENARY AIR RACE Mr. Penny's Expectations To Melbourne in 60 Hours LONDON, Sept. 14.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",12,1934-09-17,Article,86,N,0,http://nla.gov.au/nla.news-article10972405,http://trove.nla.gov.au/newspaper/page/562279
24964659,"ENTRANT'S EXPECTATIONS 60 HOURS TO REACH MELBOURNE. LONDON, September 14.",10,"The Mercury (Hobart, Tas. : 1860 - 1954)",5,1934-09-17,Article,158,N,0,http://nla.gov.au/nla.news-article24964659,http://trove.nla.gov.au/newspaper/page/1824494
27974000,"HUGE AIRLINERS To London in 10 Hours. PILOTS PREDICTION. MELBOURNE, Friday.",35,The Sydney Morning Herald (NSW : 1842 - 1954),22,1939-04-29,Article,192,N,0,http://nla.gov.au/nla.news-article27974000,http://trove.nla.gov.au/newspaper/page/1172449
35647742,"FITZMAURICE'S RACE SCHEDULE 50 Hours To Reach Melbourne LONDON, October 9.",12,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",13,1934-10-11,Article,215,N,0,http://nla.gov.au/nla.news-article35647742,http://trove.nla.gov.au/newspaper/page/1952970
62301502,"EUROPEAN TELEGRAMS. [MELBOURNE PAPERS.] THE EIGHT HOURS MOVEMENT IN ENGLAND. LONDON, May 8.",108,Gippsland Times (Vic. : 1861 - 1954),3 S,1893-05-10,Article,108,N,0,http://nla.gov.au/nla.news-article62301502,http://trove.nla.gov.au/newspaper/page/6054777
65294943,"EUROPEAN TELEGRAMS. [MELBOURNE PAPERS.] THE EIGHT HOURS SYSTEM. LONDON, Dec. 16.",108,Gippsland Times (Vic. : 1861 - 1954),3 S,1889-12-18,Article,247,N,0,http://nla.gov.au/nla.news-article65294943,http://trove.nla.gov.au/newspaper/page/6188713
65309179,"EUROPEAN TELEGRAMS. [MELBOURNE PAPERS.] THE EIGHT HOURS QUESTION. LONDON, June 7.",108,Gippsland Times (Vic. : 1861 - 1954),3 S,1892-06-10,Article,48,N,0,http://nla.gov.au/nla.news-article65309179,http://trove.nla.gov.au/newspaper/page/6191438
65308114,"EUROPEAN TELEGRAMS. [MELBOURNE PAPERS.] THE EIGHT HOURS BILL. LONDON, March 25.",108,Gippsland Times (Vic. : 1861 - 1954),3 S,1892-03-28,Article,68,N,0,http://nla.gov.au/nla.news-article65308114,http://trove.nla.gov.au/newspaper/page/6191309
68119512,"PENNY'S HOPES. London to Melbourne in 60 Hours. ""No Unnecessary Risks.'",46,"Advocate (Burnie, Tas. : 1890 - 1954)",1,1934-09-19,Article,125,N,0,http://nla.gov.au/nla.news-article68119512,http://trove.nla.gov.au/newspaper/page/5835211
62250528,"EUROPEAN TELEGRAMS. [Melbourne Papers.] LONDON, March 9. GERMANY.—THE LATE EMPEROR'S LAST HOURS.",108,Gippsland Times (Vic. : 1861 - 1954),3 S,1888-03-14,Article,1497,N,0,http://nla.gov.au/nla.news-article62250528,http://trove.nla.gov.au/newspaper/page/6060188
77400920,"Melbourne in 58 Hours FITZMAURICE'S PLANS. Leaving on Saturday. LONDON, October 24.",106,Nambour Chronicle and North Coast Advertiser (Qld. : 1922 - 1954),5,1934-10-26,Article,32,N,0,http://nla.gov.au/nla.news-article77400920,http://trove.nla.gov.au/newspaper/page/7641386
81245096,"MELBOURNE IN 58 HOURS. COLONEL FITZMAURICE'S PLANS. LONDON, October 24.",258,"The Northern Miner (Charters Towers, Qld. : 1874 - 1954)",2,1934-10-26,Article,229,N,0,http://nla.gov.au/nla.news-article81245096,http://trove.nla.gov.au/newspaper/page/8021139
101505860,MELBOURNE TO LONDON IN 150 HOURS. PROPOSED AERIAL MAIL SERVICE.,436,Albury Banner and Wodonga Express (NSW : 1896 - 1938),41,1919-02-28,Article,1008,N,0,http://nla.gov.au/nla.news-article101505860,http://trove.nla.gov.au/newspaper/page/10825605
116607769,"COL. FITZMAURICE COMIMG Hopes to Reach Melbourne in 57 Hours LONDON, October 21.",311,"The Riverine Herald (Echuca, Vic. : Moama, NSW : 1869 - 1954; 1998 - 1999)",2,1934-10-26,Article,144,N,0,http://nla.gov.au/nla.news-article116607769,http://trove.nla.gov.au/newspaper/page/12846700
118553517,"TAKE 58 HOURS. FLIGHT TO MELBOURNE. Fitzmaurice's Intentions. LONDON, October 24.",378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",8 S,1934-10-26,Article,215,N,0,http://nla.gov.au/nla.news-article118553517,http://trove.nla.gov.au/newspaper/page/10277424
118548455,"PENNY'S CHANCE. BRITISH RACE ENTRANT. Melbourne in 60 Hours. LONDON, September 15.",378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",7 S,1934-09-17,Article,333,N,0,http://nla.gov.au/nla.news-article118548455,http://trove.nla.gov.au/newspaper/page/10277009
118558716,"THE AIR RACE. FITZMAURICE'S HOPES. Melbourne in 50 Hours. LONDON, October 9.",378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",7 S,1934-10-11,Article,309,N,0,http://nla.gov.au/nla.news-article118558716,http://trove.nla.gov.au/newspaper/page/10277267
84196785,"CENTENARY AIR RACE Wiley Post's Big Bid MELBOURNE IN 45 HOURS LONDON, June 21",275,"The Daily News (Perth, WA : 1882 - 1950)",7 S,1934-06-22,Article,360,Y,0,http://nla.gov.au/nla.news-article84196785,http://trove.nla.gov.au/newspaper/page/8421939
181374680,"MELBOURNE IN 60 HOURS Hopes of Air Race Entrant LONDON, September 14.",840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",24 S,1934-09-15,Article,70,N,0,http://nla.gov.au/nla.news-article181374680,http://trove.nla.gov.au/newspaper/page/19904408
181374458,"MELBOURNE IN 60 HOURS Hopes of Air Race Entrant LONDON, September 14.",840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",24 S,1934-09-15,Article,75,N,0,http://nla.gov.au/nla.news-article181374458,http://trove.nla.gov.au/newspaper/page/19904384
192894020,"60 HOURS TO LONDON New Air Service Soon MELBOURNE, Monday.",985,The Armidale Express and New England General Advertiser (NSW : 1856 - 1861; 1863 - 1889; 1891 - 1954),1,1945-01-22,Article,52,N,0,http://nla.gov.au/nla.news-article192894020,http://trove.nla.gov.au/newspaper/page/22122635
192619591,"WITHIN FIFTY HOURS POST'S AMBITION London-Melbourne Flight Plans WASHINGTON, Saturday:--",1007,"Tweed Daily (Murwillumbah, NSW : 1914 - 1949)",3,1934-05-14,Article,468,N,0,http://nla.gov.au/nla.news-article192619591,http://trove.nla.gov.au/newspaper/page/21618266
186942443,"60 Hours to Melbourne PENNY'S AIM IN AIR RACE. 243 M.P.H. London, Friday.",893,"Daily Standard (Brisbane, Qld. : 1912 - 1936)",1,1934-09-15,Article,116,Y,0,http://nla.gov.au/nla.news-article186942443,http://trove.nla.gov.au/newspaper/page/20873205
198767003,"LONDON TO CALIFORNIA IN 46 HOURS Luxury Plane Service Begins Soon MELBOURNE, Monday.",943,"The Evening News (Rockhampton, Qld. : 1924 - 1941)",3,1937-04-06,Article,207,N,0,http://nla.gov.au/nla.news-article198767003,http://trove.nla.gov.au/newspaper/page/21931347
