article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url
140339504,Sydney-London Three Days,356,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),3,1951-11-16,Article,111,N,0,http://nla.gov.au/nla.news-article140339504,http://trove.nla.gov.au/newspaper/page/15239686
183556614,THREE DAYS London-Sydney,903,Glen Innes Examiner (NSW : 1908 - 1954),3,1933-11-11,Article,503,N,0,http://nla.gov.au/nla.news-article183556614,http://trove.nla.gov.au/newspaper/page/20973101
195417638,THREE DAYS LONDON-SYDNEY.,1005,"Daily Examiner (Grafton, NSW : 1915 - 1954)",6,1933-11-09,Article,360,N,0,http://nla.gov.au/nla.news-article195417638,http://trove.nla.gov.au/newspaper/page/21814095
57123619,London-Sydney Under 3 Days,77,"Morning Bulletin (Rockhampton, Qld. : 1878 - 1954)",4,1951-10-18,Article,73,N,0,http://nla.gov.au/nla.news-article57123619,http://trove.nla.gov.au/newspaper/page/5493903
75332080,London-Sydney Under 3 Days,187,"The Central Queensland Herald (Rockhampton, Qld. : 1930 - 1956)",15,1951-10-18,Article,69,N,0,http://nla.gov.au/nla.news-article75332080,http://trove.nla.gov.au/newspaper/page/7476905
147797745,London-Sydney Just Two Days,732,Maryborough Chronicle (Qld. : 1947 - 1954),2,1950-02-01,Article,80,N,0,http://nla.gov.au/nla.news-article147797745,http://trove.nla.gov.au/newspaper/page/17908152
193605167,"LONDON-SYDNEY, SEVEN DAYS. LONDON, Thursday.",1005,"Daily Examiner (Grafton, NSW : 1915 - 1954)",5,1937-06-12,Article,51,N,0,http://nla.gov.au/nla.news-article193605167,http://trove.nla.gov.au/newspaper/page/21766380
186361076,"SYDNEY-LONDON, 27 DAYS. London, Thursday.",893,"Daily Standard (Brisbane, Qld. : 1912 - 1936)",12,1930-03-14,Article,21,N,0,http://nla.gov.au/nla.news-article186361076,http://trove.nla.gov.au/newspaper/page/20825120
113859537,"LONDON IN 26 DAYS. Sydney, Friday.",421,The Forbes Advocate (NSW : 1911 - 1954),4,1913-04-18,Article,40,N,0,http://nla.gov.au/nla.news-article113859537,http://trove.nla.gov.au/newspaper/page/11204487
98994447,SYDNEY-LONDON IN THREE DAYS,81,"Northern Star (Lismore, NSW : 1876 - 1954)",5,1944-09-19,Article,64,N,1,http://nla.gov.au/nla.news-article98994447,http://trove.nla.gov.au/newspaper/page/10738923
143665896,"TEN DAYS IN SYDNEY LONDON, Tuesday.",687,"Daily Advertiser (Wagga Wagga, NSW : 1911 - 1954)",4,1937-11-17,Article,70,N,0,http://nla.gov.au/nla.news-article143665896,http://trove.nla.gov.au/newspaper/page/15648174
195483764,LONDON--SYDNEY IN THREE DAYS,1007,"Tweed Daily (Murwillumbah, NSW : 1914 - 1949)",3,1938-07-19,Article,70,N,0,http://nla.gov.au/nla.news-article195483764,http://trove.nla.gov.au/newspaper/page/21611080
210243199,SYDNEY FIVE DAYS FROM LONDON.,1080,"The Australian (Perth, WA : 1917 - 1923)",3,1917-10-10,Article,645,N,0,http://nla.gov.au/nla.news-article210243199,http://trove.nla.gov.au/newspaper/page/22892994
226986940,LONDON TO SYDNEY: 21 DAYS.,1183,Dubbo Dispatch and Wellington Independent (NSW : 1887 - 1932),4,1913-06-27,Article,350,N,0,http://nla.gov.au/nla.news-article226986940,http://trove.nla.gov.au/newspaper/page/24893260
228277914,SYDNEY TO LONDON. Within Thirty Days.,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",5,1901-10-14,Article,129,N,0,http://nla.gov.au/nla.news-article228277914,http://trove.nla.gov.au/newspaper/page/24853739
233796174,LONDON TO SYDNEY--27 DAYS.,1219,Casino and Kyogle Courier and North Coast Advertiser (NSW : 1904 - 1932),2,1931-05-16,Article,92,N,0,http://nla.gov.au/nla.news-article233796174,http://trove.nla.gov.au/newspaper/page/25267639
234318821,"LONDON IN 14 DAYS. SYDNEY, Tuesday.",1218,The Young Chronicle (NSW : 1902 - 1910; 1913 - 1915; 1924 - 1934; 1936 - 1940),2,1928-04-17,Article,40,N,0,http://nla.gov.au/nla.news-article234318821,http://trove.nla.gov.au/newspaper/page/25351170
234140529,London to Sydney--Four Days.,1221,The Kyogle Examiner (NSW : 1912; 1914 - 1915; 1917 - 1954),2,1919-01-11,Article,167,N,0,http://nla.gov.au/nla.news-article234140529,http://trove.nla.gov.au/newspaper/page/25354575
