article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url
100239574,"TELEGRAMS. SYDNEY AND COLONIAL. SYDNEY, Monday, 4 p.m. THE heat to-day in the city is intense. BRITISH AND FOREIGN. LONDON, April 11.",367,Goulburn Herald (NSW : 1881 - 1907),3,1897-04-12,Article,91,N,0,https://nla.gov.au/nla.news-article100239574,http://trove.nla.gov.au/newspaper/page/9459345
100291026,"To-day's Wires THE KAISER'S OFFER. FOR BOMBS ON LONDON. Sydney, Tuesday, 9 a.m.",421,The Forbes Advocate (NSW : 1911 - 1954),2,1914-10-06,Article,142,N,0,https://nla.gov.au/nla.news-article100291026,http://trove.nla.gov.au/newspaper/page/10556442
100307730,"THE WAR TO-DAY'S CABLES ALLIED OFEENSIVE AT LAST  Most Cheering News.  (Reuter's and London ""Time Cables). Sydney, Friday.",421,The Forbes Advocate (NSW : 1911 - 1954),4,1918-07-19,Article,513,N,0,https://nla.gov.au/nla.news-article100307730,http://trove.nla.gov.au/newspaper/page/10558728
10063909,"EMPIRE DAY. ""DAILY MAIL "" CUP WON BY SYDNEY TEAM. LONDON, May 30.",10,"The Mercury (Hobart, Tas. : 1860 - 1954)",5,1910-05-31,Article,223,N,0,https://nla.gov.au/nla.news-article10063909,http://trove.nla.gov.au/newspaper/page/878811
101782815,"For London PREMIER AND FAMILY LEAVE TO-DAY SYDNEY, Monday.",418,"Southern Morning Herald (Goulburn, NSW : 1920 - 1923)",2 S,1923-01-16,Article,34,N,0,https://nla.gov.au/nla.news-article101782815,http://trove.nla.gov.au/newspaper/page/10644978
101803845,"THE LONDON BOARD. SYDNEY, SunDAY,",413,Wagga Wagga Advertiser (NSW : 1875 - 1910),2,1895-01-22,Article,259,N,0,https://nla.gov.au/nla.news-article101803845,http://trove.nla.gov.au/newspaper/page/10649558
101818693,"MONETARY AND COMMERCIAL. LONDON, SEPTEMBER 5. Consols have to-day declined [?], and are now quoted at 99[?]. [THROUGH GREVELLE'S TELEGRAM CO.] A.J.C. SPRING MEETING. SYDNEY, Wednesday. SUBURBAN HANDICAP.",413,Wagga Wagga Advertiser (NSW : 1875 - 1910),2,1882-09-09,"Detailed lists, results, guides",370,N,0,https://nla.gov.au/nla.news-article101818693,http://trove.nla.gov.au/newspaper/page/10651245
102348667,LONDON TO SYDNEY IN THREE DAYS,463,The Burrowa News (NSW : 1874 - 1951),9,1933-11-03,Article,349,N,0,https://nla.gov.au/nla.news-article102348667,http://trove.nla.gov.au/newspaper/page/10955955
10283216,"SYDNEY TO LONDON, IN 26 DAYS.",10,"The Mercury (Hobart, Tas. : 1860 - 1954)",4,1913-04-30,Article,251,N,0,https://nla.gov.au/nla.news-article10283216,http://trove.nla.gov.au/newspaper/page/882994
103386889,AIR MAILS Sydney and London WITHIN SEVEN DAYS,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),3 S,1935-04-30,Article,87,N,0,https://nla.gov.au/nla.news-article103386889,http://trove.nla.gov.au/newspaper/page/9758293
10436891,"ALLIES' DAY IN SYDNEY. CZAR AND KING'S APPRECIATION. LONDON, November 20.",10,"The Mercury (Hobart, Tas. : 1860 - 1954)",5,1915-11-22,Article,81,N,0,https://nla.gov.au/nla.news-article10436891,http://trove.nla.gov.au/newspaper/page/890798
105039680,"Air Post Services. LONDON TO SYDNEY IN FIVE DAYS New Practicable. LONDON, Wednesday.",432,"Daily Observer (Tamworth, NSW : 1917 - 1920)",2,1918-06-14,Article,116,N,0,https://nla.gov.au/nla.news-article105039680,http://trove.nla.gov.au/newspaper/page/10782263
106624091,"INTER-EMPIRE SHIPS SCHEMES FOR FAST SERVICES  LIVERPOOL TO SYDNEY IN 20 DAYS.  (""Herald"" Special Representative.) LONDON September 14.",395,"Daily Herald (Adelaide, SA : 1910 - 1924)",5,1921-09-19,Article,212,N,0,https://nla.gov.au/nla.news-article106624091,http://trove.nla.gov.au/newspaper/page/10588009
107135940,"Telegrams, This Day. ONE DAY LATER. IMPORTANT ROM ENGLAND (Reuter's Telegram Company, London, to Greville's Telegram Company, Sydney.) London, November 29, noon.",508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1870-12-23,Article,95,N,0,https://nla.gov.au/nla.news-article107135940,http://trove.nla.gov.au/newspaper/page/11598839
107137089,"TELEGRAMS THIS DAY. Cable Message. SETTLEMENT OF THE FORMOSAN DIFFICULTY. ARCHBISHOP MANNING'S REPLY TO MR. GLADSTONES PAMPHLET. THE CIVIL WAR IN SPAIN LONDON, via Singapore, November 10. Received in Sydney, November 10, 11.37 p.m.",508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1874-11-11,Article,167,N,0,https://nla.gov.au/nla.news-article107137089,http://trove.nla.gov.au/newspaper/page/11603770
107137174,"TELEGRAMS THIS DAY [A portion of the following appeared in our Second and Third Editions of yesterday.] SPECIAL AND DIRECT CABLE MESSAGES Disraeli's Appeal to the Country. London, January 20,1 p.m. Received in Sydney, January 27,6 p.m.",508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1874-01-28,Article,137,N,0,https://nla.gov.au/nla.news-article107137174,http://trove.nla.gov.au/newspaper/page/11602783
107137376,"TELEGRAMS THIS DAY. Cable Message THE SUES MAIL STEAMER. AN AWFUL TYPHOON. SHIPPING DISASTERS. IMMENSE DAMAGE. LONDON, via Singapore, September 29. Received in Sydney, September 29, 8.58 p.m.",508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1874-09-30,Article,112,N,0,https://nla.gov.au/nla.news-article107137376,http://trove.nla.gov.au/newspaper/page/11603624
107137433,"TELEGRAMS THIS DAY. CABLE MESSAGES POSTPONEMENT OF LONDON WOOL SALES. LONDON WHEAT AND METAL MARKETS. THE ASHANTEE CAMPAIGN. THE GENERAL ELECTIONS, &c., &c., &c. Received in Sydney, February 3rd, 12.41 a.m. London, January 31st.",508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1874-02-03,Article,215,N,0,https://nla.gov.au/nla.news-article107137433,http://trove.nla.gov.au/newspaper/page/11602803
107137612,"TELEGRAMS THIS DAY, Cable Messages LONDON, vis Singapore. July 25. Received in Sydney. July 27. 12.23 a.m.",508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1874-07-27,Article,89,N,1,https://nla.gov.au/nla.news-article107137612,http://trove.nla.gov.au/newspaper/page/11603396
107137739,"TELEGRAMS THIS DAY. CABLE MESSAGE. LONDON, Via Singapore, Jane 12,8.30 a.m. Received in Sydney, June 12. 4.30 p.m.",508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1874-06-13,Article,87,N,0,https://nla.gov.au/nla.news-article107137739,http://trove.nla.gov.au/newspaper/page/11603251
107137927,"TELEGRAMS THIS DAY Cable Message LONDON; via Singapore, August 6, 9.5 p.m, Received in Sydney, August 7, 3.5 p.m.",508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1874-08-08,Article,77,N,0,https://nla.gov.au/nla.news-article107137927,http://trove.nla.gov.au/newspaper/page/11603440
107137943,"TELEGRAMS THIS DAY CABLE MESSAGE THE INDIAN BELIEF FUND. REDUCTION OF COLLIERS' AND IRON WORKERS' WAGES. LONDON [VIA SINGAPORE]. 10th, April, 7.50 a.m. Received in Sydney, April 10, 10.20 p.m.",508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1874-04-11,Article,97,N,0,https://nla.gov.au/nla.news-article107137943,http://trove.nla.gov.au/newspaper/page/11603035
